book_idx,Book-Title,Book-Author
19525,The Corps: Semper Fi/Bk 1 (Corps (Paperback)),W. E. B. Griffin
19565,Special Operations (Badge of Honor Novels (Paperback)),W. E. B. Griffin
19577,Counterattack (The Corps Book 3),W. E. B. Griffin
34269,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories (Barnes &amp; Noble Classics),Robert Lewis Stevenson
24756,WINDS OF WAR,Herman Wouk
845,Dead Witch Walking,Kim Harrison
1443,"Lord of Emperors (Sarantine Mosaic, Book 2)",Guy Gavriel Kay
1502,Courting Trouble,Lisa Scottoline
1808,Legal Tender,Lisa Scottoline
5302,The Viking Funeral (A Shane Scully Novel),Stephen J. Cannell
7135,Death of a Stranger,ANNE PERRY
11292,Blindsighted,Karin Slaughter
11748,Gone For Good,HARLAN COBEN
12891,The Maze,Catherine Coulter
14766,A Certain Justice: A Novel,John T. Lescroart
16186,The Crush,Sandra Brown
16239,Derailed,James Siegel
16520,Raveling : A Novel,Peter Moore Smith
16584,The Fourth Perimeter,Tim Green
16878,Manhattan Hunt Club,JOHN SAUL
17201,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton
17245,I Is for Innocent,Sue Grafton
17293,The Hammer of Eden: A Novel,Ken Follett
17784,Violation,Darian North
17790,House of Smoke,J. F. Freedman
18101,Bones,Jan Burke
18143,Impulse,Catherine Coulter
18208,Dead Sleep,Greg Iles
19746,Judas Child,Carol O'Connell
19786,Top Ten,Ryne Douglas Pearson
19806,Carolina Moon,Nora Roberts
19914,Shadow Game,Christine Feehan
22193,A Traitor to Memory,Elizabeth George
23629,Two for the Dough,Janet Evanovich
24701,FANCY PANTS,Susan Elizabrth Phillips
26562,MOONLIGHT BECOMES YOU,Mary Higgins Clark
27082,Prayers for Rain,Dennis Lehane
29199,The First Victim,Ridley Pearson
30113,A Flame in Byzantium,Chelsea Quinn Yarbro
32904,Forbidden Fruit (Mira),Erica Spindler
33048,Shocking Pink,Erica Spindler
1781,For My Daughters,Barbara Delinsky
21714,Guilty as Sin,TAMI HOAG
27389,From strength to strength: An autobiography,Sara Henderson
186,Amazonia,James Rollins
1651,Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey
2444,The Sunne in Splendour,Sharon Kay Penman
3073,King Solomon's Mines (Puffin Classics),Henry Rider Haggard
5892,The Blue Hawk,Peter Dickinson
5911,Harpist In the Wind,Patricia A. McKillip
6269,Interview with the Vampire,Anne Rice
7542,"Golden Mask (Harlequin Presents, No 1537)",Robyn Donald
7543,Saving Grace (Harlequin Presents No. 11543),Carole Mortimer
10077,Sooner or Later,Bruce and Carol Hart
10120,The Indian in the Cupboard,Lynne Reid Banks
10221,The Doll in the Garden,Mary Downing Hahn
13173,White Plague,Frank Herbert
14028,The Etruscan Chimera (Archaeological Mystery),Lyn Hamilton
14125,The Thai Amulet: An Archaeological Mystery,Lyn Hamilton
15311,Julie of the Wolves,Jean Craighead George
15343,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell
16422,Message in a Bottle,Nicholas Sparks
17082,Mrs. Pollifax and the Hong Kong Buddha,Dorothy Gilman
19552,The Cat Who Had 14 Tales,Lilian Jackson Braun
20944,The Proteus Operation,James P. Hogan
21346,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN
23586,Cause Celeb,Helen Fielding
24191,CONTACT,Carl Sagan
24362,So Long and Thanks for all the Fish,Douglas Adams
25206,The ETERNAL ENEMY,Christopher Pike
26746,A CORNER OF THE VEIL : A Novel,Laurence Cosse
29455,The Joy Luck Club,Amy Tan
30152,Hart's Hope,Orson Scott Card
31764,Gatekeeper,Terry L. Craig
32162,The return of Sherlock Holmes (World's best reading),Arthur Conan Doyle
33102,"Julia's Last Hope (Oke, Janette, Women of the West.)",Janette Oke
33204,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield
34036,Tested By Fire (Baxter Series),Kathy Herman
3772,Eden Close,Anita Shreve
5457,Tangled Vines,Janet Dailey
7746,Engaging The Enemy,Nora Roberts
8000,Cordina's Crown Jewel,Nora Roberts
8284,Gabriel West : Still The One,Fiona Brand
8286,Entrapment  The Tremaine Tradition,Kylie Brant
8400,"Dreammaker (Harlequin Historicals, No. 486)",Judith Stacy
8498,"One True Love? (Harlequin Flipside, No. 2)",Stephanie Doyle
8506,"A Perfect Life? (Harlequin Flipside, No. 11)",Dawn Atkins
8555,Irish Hearts,Nora Roberts
14344,Echoes,Maeve Binchy
14765,One True Thing,Anna Quindlen
14819,This Year It Will Be Different: And Other Stories,Maeve Binchy
16338,Absolute Power,David Baldacci
17800,The Look: Nina Blanchard and Peter Barsocchini,Nina Blanchard
19732,Then Came Heaven,LaVyrle Spencer
21932,Armadillos &amp; Old Lace (Kinky Friedman Novels (Paperback)),Kinky Friedman
22644,"Baby-Sitters Island Adventure (Baby-Sitters Club Super Special, 4)",Ann M. Martin
22645,"Dawn's Wicked Stepsister (Baby-Sitters Club, 31)",Ann M. Martin
22692,Mary Anne and the Search for Tigger (Baby-Sitters Club (Paperback)),Ann M. Martin
22695,"Good-Bye Stacey, Good-Bye (Baby-Sitters Club (Paperback))",Ann M. Martin
22724,"Karen's Goodbye (Baby-Sitters Little Sister, 19)",Ann M. Martin
22737,Claudia and the New Girl (Baby-Sitters Club (Paperback)),Ann M. Martin
22820,"Karen's Little Witch (Baby-Sitters Little Sister, 22)",Ann M. Martin
23539,Herrings Go About the Sea in Shawls: And Other Classic Howlers from Classrooms and Examination Papers,Alexander Abingdon
24647,Awakening,Jude Deveraux
24649,The Conquest,Jude Deveraux
27769,Temptation,Jude Deveraux
28744,Kiss River (Mira),Diane Chamberlain
28747,Grave Concerns (Mira),Gwen Hunter
28760,Changing Habits (Mira),Debbie Macomber
30831,Listen to Your Heart,Fern Michaels
32660,Somebody'S Baby,Charlotte Vale Allen
32671,Witchcraft,Jayne Ann Krentz
32749,Lost Highways,Curtiss Matlock
32766,Fourth Horseman (Jackie Kaminsky Mysteries),Margot Dalton
32773,Horsemasters Daughter,Susan Wiggs
32864,The Delaney Woman,Jeanette Baker
32901,Return To Me,Rosemary Rogers
121,CRY THE BELOVED COUNTRY (Scribner Classic),Alan Paton
1025,Mutant Message Down Under,Marlo Morgan
1195,Coastliners : A Novel,Joanne Harris
2941,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel
3790,Eucalyptus: A Novel,Murray Bail
3797,East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson
6936,The Magic Circle,Katherine Neville
9789,"French Lessons: Adventures with Knife, Fork, and Corkscrew",Peter Mayle
11729,Tulip Fever,DEBORAH MOGGACH
12003,Bee Season: A Novel,Myla Goldberg
14628,Cold Sassy Tree,Olive Ann Burns
18286,Quentins,Maeve Binchy
19703,Small Town Girl,Lavyrle Spencer
24816,The Temple of My Familiar,Alice Walker
27159,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund
29381,Peace Like a River,Leif Enger
561,The Sky Is Falling,Sidney Sheldon
2834,At Home in Mitford (The Mitford Years),Jan Karon
4473,Fast Women,Jennifer Crusie
5403,American Icon : A Novel,Pat Booth
11618,Fortune's Hand,Belva Plain
11642,The Long Road Home,DANIELLE STEEL
11662,Summer Sisters,Judy Blume
11724,Looking Back,Belva Plain
11987,The Brethren,JOHN GRISHAM
12942,The Edge,Catherine Coulter
13016,The Absence of Nectar,Kathy Hepinstall
16184,Standoff,Sandra Brown
16188,Envy,Sandra Brown
20428,Send No Flowers,Sandra Brown
20429,In a Class by Itself,Sandra Brown
24294,The Good Earth (Enriched Classics),Pearl S. Buck
25334,Paradise County (American Sisters),Karen Robards
27077,Dead Even,Brad Meltzer
27515,On the Street Where You Live : A Novel,Mary Higgins Clark
27814,Cameo Lake,Susan Wilson
1295,The God of Small Things,Arundhati Roy
2364,Watership Down,Richard Adams
4020,Star Called Henry,Roddy Doyle
7339,The Wasp Factory,Iain Banks
5378,Little Women : From the Original Publisher,Louisa May Alcott
5613,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,Martha
5615,The Birth Book : Everything You Need to Know to Have a Safe and Satisfying Birth (Sears Parenting Library),Martha Sears
14682,Whispers,BELVA PLAIN
16611,The Guardian,Nicholas Sparks
22207,One Door Away from Heaven,Dean R. Koontz
23951,All Through the Night (Holiday Classics),Mary Higgins Clark
28071,Daddy's Little Girl,Mary Higgins Clark
30969,Dead Air: A Novel,Bob Larson
31476,"When Comes the Spring (Canadian West, Book 2)",Janette Oke
33101,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke
33106,A Woman Named Damaris (Women of the West),Janette Oke
33107,They Called Her Mrs. Doc (Women of the West),Janette Oke
34032,The Protector (O'Malley #4),Dee Henderson
941,Goddesses in Everywoman: A New Psychology of Women,Jean Shinoda Bolen
2412,Burger's Daughter,Nadine Gordimer
3021,Pippi Longstocking (Seafarer Book),Astrid Ericsson Lindgren
11652,Outlander,Diana Gabaldon
12977,The Bonesetter's Daughter,Amy Tan
15164,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS
25884,Quite a Year for Plums,Bailey White
27309,The Hero with a Thousand Faces (Mythos Books),Joseph Campbell
33790,My Dream of You,Nuala O'Faolain
24293,SHIPPING NEWS,Annie Proulx
27600,The Shipping News : A Novel,Annie Proulx
3305,War and Peace (Penguin Classics),Leo Tolstoy
4281,"And the Band Played on: Politics, People, and the AIDS Epidemic",Randy Shilts
6235,Feast of All Saints,Anne Rice
12267,A Bright Shining Lie: John Paul Vann and America in Vietnam,Neil Sheehan
19857,Face the Fire (Three Sisters Island Trilogy),Nora Roberts
335,Coyote Waits,Tony Hillerman
967,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner
2657,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,Joe Dominguez
4512,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich
5018,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev
9428,A Man in Full,Tom Wolfe
14167,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling
14204,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling
14208,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling
14262,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling
15974,In search of excellence: Lessons from America's best-run companies,Thomas J Peters
23777,Bloodstream,Tess Gerritsen
27036,Fugitive Nights,Joseph Wambaugh
29090,Leadership,Rudolph W. Giuliani
30976,The Complete Book of Zingers,Croft M. Pentz
31765,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt
9533,Love,TONI MORRISON
10509,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
11577,Total Recall: A V.I. Warshawski Novel,Sara Paretsky
12995,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton
13939,Isle of Dogs,Patricia Cornwell
14992,Writ of Execution,Perri O'Shaughnessy
16587,If Looks Could Kill,Kate White
21784,The Robber Bride,Margaret Atwood
27079,Midnight Champagne: A Novel,A. Manette Ansay
29462,The Kitchen God's Wife,Amy Tan
638,Slaying the Dragon: How to Turn Your Small Steps to Great Feats,Michael Johnson
4838,The Serpent's Mark,Robert L. Duncan
5081,Incident at Twenty-Mile,Trevanian
5986,Source of Magic,Piers Anthony
6378,Blue Adept (Apprentice Adept (Paperback)),Piers Anthony
6503,The Renegades of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey
7595,The Disobedient Mistress  (Sister Brides),Lynne Graham
8783,Seal it with a Kiss,Rogenna Brewer
10267,Muggie Maggie (Cleary Reissue),Beverly Cleary
11358,Comic Relief,Todd Gold
12482,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss
12501,The Phantom Tollbooth,Norton Juster
12765,Life on the Road,Charles Kuralt
13147,Magic Labyrinth 4,Philip Jose Farmer
13431,Hideaway,Dean R. Koontz
13457,Dragon Tears,Dean R. Koontz
13848,Big Trouble,Dave Barry
13987,Purity in Death,J.D. Robb
14469,Tai-Pan,JAMES CLAVELL
14559,Nothing by Chance,Richard Bach
14569,Daddy,DANIELLE STEEL
15242,The Sign of the Beaver,Elizabeth George Speare
17742,The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting,Rachael F. Heller
19822,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts
20086,Conscious Dreaming: A Spiritual Path for Everyday Life,Robert Moss
20509,Pearl,John Steinbeck
20576,Pritikin Program for Diet and Exercise,Nathan Pritikin
21110,Dr. Atkin's Diet Revolution,ROBERT C. ATKINS
21294,The Further Adventures of Batman,Martin H. Greenberg
21484,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson
21505,Bring Me the Head of Prince Charming,Roger Zelazny
21736,The T-Factor Diet,"Martin, Ph.D. Katahn"
22918,"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine
23786,The Harvest (Buffy the Vampire Slayer),Richie Tankersley Cusick
23829,Public Enemies : The Host of America's Most Wanted Targets the Nation's Most Notorious Criminals,John Walsh
24276,A Holiday Of Love,Judith McNaught
24487,RAIDER,Jude Deveraux
24971,"Fortress of Frost and Fire (The Bard's Tale, Book 2)",Mercedes Lackey
25293,"Imbalance (Star Trek The Next Generation, No 22)",V.E. Mitchell
26660,SANCTUARY : A Tale of Life in the Woods,Paul Monette
26675,The Road Less Traveled and Beyond : Spiritual Growth in an Age of Anxiety,M. Scott Peck
27247,The Hoboken Chicken Emergency,Daniel Pinkwater
29018,I'm Not Really Here,Tim Allen
29912,Once upon a Potty: Hers,Alona Frankel
29933,The Call of the Wild : Complete and Unabridged (Tor Classics),Jack London
30093,Alternate Warriors,Mike Resnick
31489,Dr. Atkins' New Carbohydrate Gram Counter,Robert C. Atkins
31857,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams
32186,White Trash Cooking (Jargon),Ernest Matthew Mickler
4909,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly
13446,Double Deuce,Robert B. Parker
14878,Cuba Libre,Elmore Leonard
19723,The Investigators (Badge of Honor Novels (Paperback)),W. E. B. Griffin
21727,Free Fall,Robert Crais
29174,Sunset Express: An Elvis Cole Novel,Robert Crais
4702,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier
10981,Mourning Shift : A Tory Bauer Mystery (Tory Bauer Mystery),Kathleen Taylor
13857,Easy Prey,John Sandford
13936,Chosen Prey,John Sandford
14775,The Glass Lake,Maeve Binchy
16502,1st to Die: A Novel,James Patterson
16833,"\O\"" Is for Outlaw""",SUE GRAFTON
17208,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton
20698,Anne's House of Dreams,L.M. MONTGOMERY
21076,Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery
20449,Into the Forest,Jean Hegland
31532,Seven Years in Tibet,Heinrich Harrer
2986,The Girls' Guide to Hunting and Fishing,Melissa Bank
2990,About a Boy,Nick Hornby
5799,Bridget Jones's Diary,Helen Fielding
6935,Joy School (Ballantine Reader's Circle),ELIZABETH BERG
12107,Sisterhood of the Traveling Pants,ANN BRASHARES
14223,M. Night Shyamalan's The Sixth Sense: A Novelization,Peter Lerangis (Adapter)
15784,A Patch of Blue,Elizabeth Kata
28289,The Lost Boy,Dave Pelzer
1566,Search the Shadows,Barbara Michaels
2923,Blanche Cleans Up,Barbara Neely
4036,Chinese Bell Murders (Judge Dee Mysteries),Robert Hans Van Gulik
4935,The Venus Throw,Steven Saylor
5239,Seven Up (A Stephanie Plum Novel),Janet Evanovich
5295,Full Speed (Janet Evanovich's Full Series),Janet Evanovich
5315,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich
5361,One for the Money (A Stephanie Plum Novel),Janet Evanovich
5363,To the Nines (A Stephanie Plum Novel),Janet Evanovich
6345,From Doon With Death,Ruth Rendell
6363,The Mists of Avalon,MARION ZIMMER BRADLEY
13656,Holiday in Death,J. D. Robb
14056,The Wife Test,Betina Krahn
14073,Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb
14106,Indigo Dying,Susan Wittig Albert
15626,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin
16824,Brunswick Gardens (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry
17038,One Fine Day the Rabbi Bought a Cross,Harry Kemelman
17181,Incident at Badamya,Dorothy Gilman
17266,Murdering Mr. Monti: A Merry Little Tale of Sex and Violence,Judith Viorst
18102,The Songcatcher: A Ballad Novel,Sharyn McCrumb
19926,The Cat Who Brought Down the House,Lilian Jackson Braun
25563,"Cetaganda (Bujold, Lois Mcmaster. Vorkosigan Adventure.)",Lois McMaster Bujold
27758,Maggody and the Moonbeams,Joan Hess
29492,The Jewel That Was Ours,Colin Dexter
32534,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith
322,The Broken Cord: A Family's Ongoing Struggle With Fetal Alcohol Syndrome,Michael Dorris
1313,I Know This Much Is True,Wally Lamb
2801,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris
2936,Bridget Jones's Diary,Helen Fielding
2996,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio
3530,Icy Sparks,Gwyn Hyman Rubio
5400,Lucky : A Memoir,Alice Sebold
5657,"River, Cross My Heart",Breena Clarke
9745,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons
12068,Bringing Elizabeth Home : A Journey of Faith and Hope,ED SMART
13863,Stick Figure: A Diary of My Former Self,Lori Gottlieb
14256,Cut,Patricia McCormick
14904,Summer Sisters,Judy Blume
15289,Cold Sassy Tree,Olive Ann Burns
16704,Suzanne's Diary for Nicholas,James Patterson
17397,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY
17668,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King
18455,"Precious Angels: A True Story of Two Slain Children and a Mother Convicted of Murder (Onyx True Crime, Je 853)",Barbara Davis
19090,A Perfect Arrangement: A Novel,Suzanne Berne
19721,Before I Wake,Eric Bowman
19818,Plantation: A Lowcountry Tale,Dorothea Benton Frank
21235,The Bell Jar,Sylvia Plath
21816,Telling Christina Goodbye,Lurlene McDaniel
23971,Star (Wildflowers),V.C. Andrews
24038,Jewel,Bret Lott
25089,Jay's Journal,Beatrice Sparks
25787,Sole Survivor,DEAN KOONTZ
26594,Christmas Box (Christmas Box Trilogy),Richard Paul Evans
26693,Timepiece (Christmas Box Trilogy),Richard Paul Evans
27106,Tell Me Your Dreams,Sidney Sheldon
27126,The Pact: A Love Story,Jodi Picoult
27593,Man and Boy: A Novel,Tony Parsons
34567,Embraced by the Light,Betty J. Eadie
34779,"La Place (Folio Series, No 1722)",Annie Ernaux
35145,Je vous Ã?Â©cris,Inoue Hisashi
374,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells
730,Little Altars Everywhere,Rebecca Wells
11496,Cat's Eye,Margaret Atwood
14605,Circle of Friends,Maeve Binchy
21165,Flowers for Algernon (Bantam Classic),DANIEL KEYES
22460,Frog and Toad Are Friends,Arnold Lobel
22548,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling
25736,Lasher,Anne Rice
28607,The Things They Carried,TIM O'BRIEN
11315,Gremlins,George Gipe
14162,Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey
15249,"Then Again, Maybe I Won't",JUDY BLUME
32117,"14,000 Things to Be Happy About",Barbara Ann Kipfer
33162,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown
